URI	REG_MESO	TR	SEARCH	EN	TYPE	LON	LAT	AR	AR_Alt	AR_Sort	AMBIG	TRUETOP
JISRSURA_443E326N_S	Iraq_RE	Ǧisr=Sūrā	Jisr=Sura|Jisr=Suran	NA	towns	44.36585	32.64626	جسر=سورا	جسر=سورا|جسر=سوران	جسر=سورا	0 	0
JALULA_451E341N_S	Iraq_RE	Ǧalūlā	Jalula	NA	towns	45.11759	34.17989	جلولا	جلولا	جلولا	0 	0
HARBA_441E339N_S	Iraq_RE	Ḥarbá	Harba	NA	towns	44.18508	33.95808	حربى	حربى	حربى	0 	0
HILLA_444E324N_S	Iraq_RE	al-Ḥillaŧ	al-Hilla	NA	towns	44.41963	32.46367	الحلة	الحلة	حلة	0 	0
HAMMAMIBNUMAR_443E323N_S	Iraq_RE	Ḥammām=Ibn=ʿUmar	Hammam=Ibn=Umar	NA	towns	44.34773	32.39084	حمام=إبن=عمر	حمام=إبن=عمر	حمام=ابن=عمر	0 	0
HIRA_443E320N_S	Iraq_RE	al-Ḥīraŧ	al-Hira	NA	towns	44.37232	32.01734	الحيرة	الحيرة	حيرة	0 	0
KHANIQIN_454E343N_S	Iraq_RE	Ḫāniqīn	Khaniqin	NA	towns	45.44708	34.34844	خانقين	خانقين	خانقين	0 	0
KHAWARNAQ_443E319N_S	Iraq_RE	al-Ḫawarnaq	al-Khawarnaq	NA	towns	44.36286	31.97375	الخورنق	الخورنق	خورنق	0 	0
DASKARA_449E339N_S	Iraq_RE	Daskaraŧ	Daskara|Daskara=al-Malik	NA	towns	44.9231	33.94151	دسكرة	دسكرة|دسكرة=الملك	دسكرة	0 	0
DIMIMMA_437E333N_S	Iraq_RE	Dimimmā	Dimimma	NA	towns	43.78276	33.33483	دمما	دمما	دمما	0 	0
DUR_438E344N_S	Iraq_RE	al-Dūr	al-Dur	NA	towns	43.80541	34.46814	الدور	الدور	دور	0 	0
DAYRAQUL_449E329N_S	Iraq_RE	Dayr=al-ʿĀqūl	Dayr=al-Aqul	NA	towns	44.9846	32.91181	دير=العاقول	دير=العاقول	دير=العاقول	0 	0
SIKR_467E321N_S	Iraq_RE	al-Sikr	al-Sikr	NA	towns	46.77226	32.19607	السكر	السكر	سكر	0 	0
SINN_434E352N_S	Iraq_RE	al-Sinn	al-Sinn	NA	towns	43.46591	35.26076	السن	السن	سن	0 	0
SIB_448E329N_S	Iraq_RE	al-Sīb	al-Sib	NA	towns	44.8461	32.97916	السيب	السيب	سيب	0 	0
TIB_473E322N_S	Iraq_RE	al-Ṭīb	al-Tib	NA	towns	47.30428	32.22674	الطيب	الطيب	طيب	0 	0
ABBADAN_482E303N_S	Iraq_RE	ʿAbbādān	Abbadan	NA	towns	48.27394	30.33563	عبادان	عبادان	عبادان	0 	0
ABDAS_473E314N_S	Iraq_RE	ʿAbdās	Abdas	NA	towns	47.33731	31.46283	عبداس	عبداس	عبداس	0 	0
ABARTA_449E332N_S	Iraq_RE	ʿAbartā	Abarta	NA	towns	44.93375	33.20675	عبرتا	عبرتا	عبرتا	0 	0
UKBARA_442E338N_S	Iraq_RE	ʿUkbarā	Ukbara	NA	towns	44.22504	33.85526	عكبرا	عكبرا	عكبرا	0 	0
ALTH_440E340N_S	Iraq_RE	ʿAlṯ	Alth|al-Alth	NA	towns	44.08916	34.02656	علث	علث|العلث	علث	0 	0
AYNTAMR_435E326N_S	Iraq_RE	ʿAyn=al-Tamr	Ayn=al-Tamr	NA	towns	43.52574	32.62337	عين=التمر	عين=التمر	عين=التمر	0 	0
FALLUJA_443E325N_S	Iraq_RE	Fallūǧaŧ	Falluja	NA	towns	44.3076	32.55902	فلوجة	فلوجة	فلوجة	0 	0
FAMSILH_461E324N_S	Iraq_RE	Fam=al-Ṣilḥ	Fam=al-Silh	NA	towns	46.1315	32.46405	فم=الصلح	فم=الصلح	فم=الصلح	0 	0
QADISIYYA_441E316N_S	Iraq_RE	al-Qādisiyyaŧ	al-Qadisiyya	NA	towns	44.18717	31.65292	القادسية	القادسية	قادسية	0 	0
QURQUB_477E321N_S	Iraq_RE	Qurqūb	Qurqub	NA	towns	47.70188	32.17254	قرقوب	قرقوب	قرقوب	0 	0
QASRIBNHUBAYRA_443E327N_S	Iraq_RE	Qaṣr=Ibn=Hubayraŧ	Qasr=Ibn=Hubayra	NA	towns	44.34902	32.70401	قصر=إبن=هبيرة	قصر=إبن=هبيرة	قصر=ابن=هبيرة	0 	0
QATRABBUL_442E333N_S	Iraq_RE	Qaṭrabbul	Qatrabbul	NA	towns	44.24636	33.39714	قطربل	قطربل	قطربل	0 	1
KARBALA_440E326N_S	Iraq_RE	Karbalāʾ	Karbala	NA	towns	44.03706	32.61792	كربلاء	كربلاء	كربلاء	0 	0
KALWADHA_444E333N_S	Iraq_RE	Kalwāḏá	Kalwadha	NA	towns	44.43153	33.30144	كلواذى	كلواذى	كلواذى	0 	0
KUTHARABBA_446E327N_S	Iraq_RE	Kūṯá=Rabbaŧ	Kutha=Rabba	NA	towns	44.62604	32.75737	كوثى=ربة	كوثى=ربة	كوثى=ربة	0 	0
MADAIN_445E330N_S	Iraq_RE	al-Madāʾīn	al-Madain	NA	towns	44.59672	33.09075	المدائن	المدائين|المدائن	مدائن	0 	0
MADHAR_473E314N_S	Iraq_RE	al-Maḏār	al-Madhar	NA	towns	47.37621	31.48197	المذار	المذار	مذار	0 	0
MAYSAN_474E314N_S	Iraq_RE	Maysān	Maysan	NA	towns	47.47945	31.41304	ميسان	ميسان	ميسان	0 	0
NUMANIYYA_454E325N_S	Iraq_RE	al-Nuʿmāniyyaŧ	al-Numaniyya|Tall=Numan	NA	towns	45.4265	32.59694	النعمانية	النعمانية|تل=نعمان	نعمانية	0 	0
NAHRSABUS_459E324N_S	Iraq_RE	Nahr=Sābus	Nahr=Sabus	NA	towns	45.96969	32.49681	نهر=سابس	نهر=سابس	نهر=سابس	0 	0
NAHRAWAN_445E334N_S	Iraq_RE	al-Nahrawān	al-Nahrawan	NA	towns	44.59405	33.43161	النهروان	النهروان	نهروان	0 	1
NIL_448E325N_S	Iraq_RE	al-Nīl	al-Nil	NA	towns	44.89011	32.511	النيل	النيل	نيل	0 	0
HARUNIYYA_450E339N_S	Iraq_RE	al-Hārūniyya	al-Haruniyya|Tarastan	NA	towns	45.01502	33.97686	الهاروني	الهاروني|طرستان	هاروني	0 	0
HIT_428E336N_S	Iraq_RE	Hīt	Hit	NA	towns	42.80628	33.6437	هيت	هيت	هيت	0 	0
DAQUQA_444E351N_S	Iraq_RE	Daqūqāʾ	Daquqa	NA	villages	44.46217	35.13976	دقوقاء	دقوقاء	دقوقاء	0 	0
RABB_432E334N_S	Iraq_RE	al-Rabb	al-Rabb	NA	villages	43.26055	33.46273	الرب	الرب	رب	0 	0
SUQASAD_442E324N_S	Iraq_RE	Sūq=Asad	Suq=Asad	NA	villages	44.29724	32.48043	سوق=أسد	سوق=أسد	سوق=اسد	0 	0
SARSAR_443E331N_S	Iraq_RE	Ṣarṣar	Sarsar|Jisr=Sarsar	NA	villages	44.37025	33.10972	صرصر	صرصر|جسر=صرصر	صرصر	0 	0
QASRSHIRIN_456E344N_S	Iraq_RE	Qaṣr=Šīrīn	Qasr=Shirin	NA	villages	45.62659	34.49996	قصر=شيرين	قصر=شيرين	قصر=شيرين	0 	0
KARKH_438E342N_S	Iraq_RE	al-Karḫ	al-Karkh	NA	villages	43.87468	34.29663	الكرخ	الكرخ	كرخ	0 	0
NAJAF_443E319N_S	Iraq_RE	Naǧāf	Najaf	NA	villages	44.33826	31.98379	نجاف	نجاف	نجاف	0 	0
NAHRMALIK_443E330N_S	Iraq_RE	Nahr=al-Malik	Nahr=al-Malik	NA	villages	44.36455	33.05406	نهر=الملك	نهر=الملك	نهر=الملك	0 	0
NAHRABIASAD_470E309N_W	Iraq_RE	Nahr=Abī=al-Asad	Nahr=Abi=al-Asad	NA	waters	47.04854	30.98302	نهر=أبي=الأسد	نهر=أبي=الأسد	نهر=ابي=الاسد	0 	0
NAHRUBULLA_478E304N_W	Iraq_RE	Nahr=al-Ubullaŧ	Nahr=al-Ubulla	NA	waters	47.8146	30.4105	نهر=الأبلة	نهر=الأبلة	نهر=الابلة	0 	0
NAHRALQAMI_442E327N_W	Iraq_RE	Nahr=al-ʿAlqamī	Nahr=al-Alqami	NA	waters	44.20922	32.74321	نهر=العلقمي	نهر=العلقمي	نهر=العلقمي	0 	0
NAHRAWRA_475E308N_W	Iraq_RE	Nahr=al-ʿAwrā	Nahr=al-Awra	NA	waters	47.55725	30.86237	نهر=العورا	نهر=العورا	نهر=العورا	0 	0
NAHRQATUL_444E339N_W	Iraq_RE	Nahr=al-Qāṭūl	Nahr=al-Qatul	NA	waters	44.44618	33.97797	نهر=القاطول	نهر=القاطول	نهر=القاطول	0 	0
NAHRMAQIL_476E304N_W	Iraq_RE	Nahr=al-Maʿqil	Nahr=al-Maqil	NA	waters	47.6964	30.49305	نهر=المعقل	نهر=المعقل	نهر=المعقل	0 	0
NAHRMALIK_445E329N_W	Iraq_RE	Nahr=al-Malik	Nahr=al-Malik	NA	waters	44.50953	32.94875	نهر=الملك	نهر=الملك	نهر=الملك	0 	0
NAHRNAHRAWAN_449E330N_W	Iraq_RE	Nahr=al-Nahrawān	Nahr=al-Nahrawan	NA	waters	44.97772	33.09856	نهر=النهروان	نهر=النهروان	نهر=النهروان	0 	0
NAHRNIL_451E325N_W	Iraq_RE	Nahr=al-Nīl	Nahr=al-Nil	NA	waters	45.10369	32.53829	نهر=النيل	نهر=النيل	نهر=النيل	0 	0
NAHRDIJLA_464E325N_W	Iraq_RE	Nahr=Diǧlaŧ	Nahr=Dijla	NA	waters	46.46676	32.54047	نهر=دجلة	نهر=دجلة	نهر=دجلة	0 	0
NAHRSURA_444E325N_W	Iraq_RE	Nahr=Sūrā	Nahr=Sura	NA	waters	44.44611	32.54156	نهر=سورا	نهر=سورا	نهر=سورا	0 	0
NAHRSARSAR_441E331N_W	Iraq_RE	Nahr=Ṣarṣar	Nahr=Sarsar	NA	waters	44.14778	33.13984	نهر=صرصر	نهر=صرصر	نهر=صرصر	0 	0
NAHRISA_441E332N_W	Iraq_RE	Nahr=ʿIsá	Nahr=Isa	NA	waters	44.13579	33.26692	نهر=عسى	نهر=عسى	نهر=عسى	0 	0
NAHRKUTHA_447E327N_W	Iraq_RE	Nahr=Kūṯá	Nahr=Kutha	NA	waters	44.72053	32.7443	نهر=كوثى	نهر=كوثى	نهر=كوثى	0 	0
BARIMMA_435E350N_S	Iraq_RE	Bārimmā	Barimma	NA	waystations	43.57361	35.07982	بارما	بارما	بارما	0 	0
JABILTA_437E346N_S	Iraq_RE	Ǧabiltā	Jabilta|Jabulta	NA	waystations	43.72814	34.62614	جبلتا	جبلتا|جبلتا	جبلتا	0 	0
JISRKUTHA_443E328N_S	Iraq_RE	Ǧisr=Kūṯá	Jisr=Kutha	NA	waystations	44.36973	32.87594	جسر=كوثى	جسر=كوثى	جسر=كوثى	0 	0
DAYRBAZAMA_447E336N_S	Iraq_RE	Dayr=Bāzamaŧ	Dayr=Bazama|Dayr=Tirma	NA	waystations	44.70196	33.60709	دير=بازمة	دير=بازمة|دير=تيرمة	دير=بازمة	0 	0
RUSAFA_463E317N_S	Iraq_RE	al-Ruṣāfaŧ	al-Rusafa	NA	waystations	46.3645	31.78987	الرصافة	الرصافة	رصافة	0 	0
SUDAQANIYYA_436E348N_S	Iraq_RE	al-Sūdaqāniyyaŧ	al-Sudaqaniyya	NA	waystations	43.60292	34.81448	السودقانية	السودقانية	سودقانية	0 	0
SAYLAHIN_440E334N_S	Iraq_RE	al-Saylaḥīn	al-Saylahin	NA	waystations	44.06385	33.41382	السيلحين	السيلحين	سيلحين	0 	0
SHAHI_443E322N_S	Iraq_RE	Šāhī	Shahi|Sahi	NA	waystations	44.36844	32.24535	شاهي	شاهي|ساهي	شاهي	0 	0
FARUTH_465E318N_S	Iraq_RE	al-Fārūṯ	al-Faruth	NA	waystations	46.58171	31.83729	الفاروث	الفاروث	فاروث	0 	0
QADISIYYA_439E340N_S	Iraq_RE	al-Qādisiyyaŧ	al-Qadisiyya	NA	waystations	43.98259	34.09388	القادسية	القادسية	قادسية	0 	0
NAWUSA_426E338N_S	Iraq_RE	al-Nāwusaŧ	al-Nawusa	NA	waystations	42.61179	33.82317	الناوسة	الناوسة	ناوسة	0 	0
AHSA_495E253N_S	JaziratArab_RE	al-Aḥsāʾ	al-Ahsa	NA	capitals	49.54137	25.34929	الأحساء	الأحساء	احساء	0 	0
HAJR_467E246N_S	JaziratArab_RE	al-Ḥaǧr	al-Hajr	NA	capitals	46.73212	24.64352	الحجر	الحجر	حجر	0 	0
SUHAR_566E243N_S	JaziratArab_RE	Ṣuḥār	Suhar	NA	capitals	56.69086	24.35205	صحار	صحار	صحار	0 	0
QURH_379E265N_S	JaziratArab_RE	Qurḥ	Qurh	NA	capitals	37.99288	26.55412	قرح	قرح	قرح	0 	0
JaziratArab_RE	JaziratArab_RE	Jazīraŧ=al-ʿArab	Jazirat al-Arab	NA	MESO	39.83612	21.39132	NA	NA	NA	0 	0
MAKKA_398E213N_S	JaziratArab_RE	Makkaŧ	Makka	NA	metropoles	39.83612	21.39132	مكة	مكة	مكة	0 	1
BAHRAYN_495E261N_R	JaziratArab_RE	al-Baḥrayn	al-Bahrayn	NA	province	49.592285	26.159383	البحرين	البحرين	بحرين	0 	0
AHQAF_508E193N_R	JaziratArab_RE	al-Aḥqāf	al-Ahqaf	NA	regions	50.8587	19.38865	الأحقاف	الأحقاف	احقاف	0 	0
AHWAR_465E136N_R	JaziratArab_RE	Aḥwar	Ahwar	NA	regions	46.54442	13.67538	أحور	أحور	احور	0 	0
UWAL_505E261N_R	JaziratArab_RE	Uwāl	Uwal	NA	regions	50.56693	26.11827	أوال	أوال	اوال	0 	0
BATNNAKHL_400E248N_R	JaziratArab_RE	Baṭn=al-Naḫl	Batn=al-Nakhl	NA	regions	40.00579	24.85968	بطن=النخل	بطن=النخل	بطن=النخل	0 	0
BISHA_426E200N_R	JaziratArab_RE	Bīšaŧ	Bisha	NA	regions	42.69682	20.04402	بيشة	بيشة	بيشة	0 	0
BAYNUNA_533E236N_R	JaziratArab_RE	al-Baynūnaŧ	al-Baynuna	NA	regions	53.39087	23.69448	البينونة	البينونة	بينونة	0 	0
TURABA_415E210N_R	JaziratArab_RE	Turabaŧ	Turaba	NA	regions	41.57497	21.0975	تربة	تربة	تربة	0 	0
TIHAMA_425E175N_R	JaziratArab_RE	Tihāmaŧ	Tihama	NA	regions	42.51067	17.58374	تهامة	تهامة	تهامة	0 	0
THANIYYA_463E240N_R	JaziratArab_RE	al-Ṯaniyyaŧ	al-Thaniyya	NA	regions	46.32366	24.02771	الثنية	الثنية	ثنية	0 	0
JURASH_424E187N_R	JaziratArab_RE	Ǧuraš	Jurash	NA	regions	42.44873	18.77618	جرش	جرش	جرش	0 	0
HIJAZ_390E235N_R	JaziratArab_RE	al-Ḥiǧāz	al-Hijaz	NA	regions	39.02138	23.51137	الحجاز	الحجاز	حجاز	0 	0
HADRAMAWT_488E156N_R	JaziratArab_RE	Ḥaḍramawt	Hadramawt	NA	regions	48.80405	15.64792	حضرموت	حضرموت	حضرموت	0 	0
KHARJ_472E237N_R	JaziratArab_RE	al-Ḫarǧ	al-Kharj	NA	regions	47.26694	23.77518	الخرج	الخرج	خرج	0 	1
DAHLAK_400E156N_R	JaziratArab_RE	Dahlak	Dahlak	NA	regions	40.07137	15.69528	دهلك	دهلك	دهلك	0 	0
RUHBA_364E276N_R	JaziratArab_RE	Ruḥbaŧ	Ruhba|Rahaba	NA	regions	36.48835	27.67097	رحبة	رحبة|رحبة	رحبة	0 	0
SABKHA_519E236N_R	JaziratArab_RE	al-Sabḫaŧ	al-Sabkha	NA	regions	51.97155	23.61911	السبخة	السبخة	سبخة	0 	0
SUDD_453E236N_R	JaziratArab_RE	al-Sudd	al-Sudd	NA	regions	45.37745	23.64065	السد	السد	سد	0 	0
SAMMAN_472E267N_R	JaziratArab_RE	al-Ṣammān	al-Samman	NA	regions	47.21404	26.78388	الصمان	الصمان	صمان	0 	0
IRD_467E248N_R	JaziratArab_RE	al-ʿIrḍ	al-Ird	NA	regions	46.72918	24.881	العرض	العرض	عرض	0 	0
ASHAM_412E198N_R	JaziratArab_RE	ʿAšam	Asham	NA	regions	41.23862	19.80364	عشم	عشم	عشم	0 	0
UMAN_564E238N_R	JaziratArab_RE	ʿUmān	Uman	NA	regions	56.45284	23.82088	عمان	عمان	عمان	0 	0
FALAJ_465E221N_R	JaziratArab_RE	al-Falaǧ	al-Falaj	NA	regions	46.55875	22.14096	الفلج	الفلج	فلج	0 	0
QATAR_512E249N_R	JaziratArab_RE	Qaṭar	Qatar	NA	regions	51.21928	24.95829	قطر	قطر	قطر	0 	0
HAJAR_499E247N_R	JaziratArab_RE	al-Haǧar	al-Hajar	NA	regions	49.94102	24.72896	الهجر	الهجر	هجر	0 	0
HUJAYRA_432E200N_R	JaziratArab_RE	Huǧayraŧ	Hujayra	NA	regions	43.29934	20.06543	هجيرة	هجيرة	هجيرة	0 	0
YABRIN_489E232N_R	JaziratArab_RE	Yabrīn	Yabrin	NA	regions	48.95073	23.29563	يبرين	يبرين	يبرين	0 	0
YAMAMA_467E240N_R	JaziratArab_RE	al-Yamāmaŧ	al-Yamama	NA	regions	46.73506	24.08674	اليمامة	اليمامة	يمامة	0 	0
BANATJARM_427E192N_O	JaziratArab_RE	Banāt=Ǧarm	Banat=Jarm|Banat=Harm|Banat=Harb	NA	sites	42.7829	19.20706	بنات=جرم	بنات=جرم|بنات=حرم|بنات=حرب	بنات=جرم	0 	0
JABALUHUD_395E246N_O	JaziratArab_RE	Ǧabal=Uḥud	Jabal=Uhud	NA	sites	39.59145	24.64886	جبل=أحد	جبل=أحد	جبل=احد	0 	0
JABALJAZWAN_404E211N_O	JaziratArab_RE	Ǧabal=Ǧazwān	Jabal=Jazwan|Jabal=Ghazwan	NA	sites	40.43179	21.10664	جبل=جزوان	جبل=جزوان|جبل=غزوان	جبل=جزوان	0 	0
ARJ_392E238N_O	JaziratArab_RE	al-ʿArǧ	al-Arj	NA	sites	39.20944	23.85851	العرج	العرج	عرج	0 	0
MADINBANUSULAYM_408E235N_O	JaziratArab_RE	Maʿdin=Banū=Sulaym	Madin=Banu=Sulaym	NA	sites	40.8227	23.53832	معدن=بنو=سليم	معدن=بنو=سليم	معدن=بنو=سليم	0 	0
ARA_355E280N_S	JaziratArab_RE	al-Aʿrāʾ	al-Ara	NA	towns	35.57504	28.06253	الأعراء	الأعراء	اعراء	0 	0
BADR_388E237N_S	JaziratArab_RE	Badr	Badr	NA	towns	38.80098	23.72676	بدر	بدر	بدر	0 	0
TUAM_557E241N_S	JaziratArab_RE	Tuʾām	Tuam	NA	towns	55.77403	24.19401	تؤام	تؤام	تؤام	0 	0
JAR_385E238N_S	JaziratArab_RE	al-Ǧār	al-Jar	NA	towns	38.50713	23.8182	الجار	الجار	جار	0 	0
JUHFA_391E226N_S	JaziratArab_RE	al-Ǧuḥfaŧ	al-Juhfa	NA	towns	39.12422	22.60833	الجحفة	الجحفة	جحفة	0 	0
JUDDA_391E214N_S	JaziratArab_RE	Ǧuddaŧ	Judda	NA	towns	39.1779	21.46201	جدة	جدة	جدة	0 	0
JURASH_426E186N_S	JaziratArab_RE	Ǧuraš	Jurash	NA	towns	42.69682	18.63711	جرش	جرش	جرش	0 	0
JULLAFAR_559E257N_S	JaziratArab_RE	Ǧullafār	Jullafar	NA	towns	55.98855	25.75227	جلفار	جلفار	جلفار	0 	0
HIJRSALIH_379E268N_S	JaziratArab_RE	Ḥiǧr=Ṣāliḥ	Hijr=Salih|al-Hijr	NA	towns	37.93999	26.86125	حجر=صالح	حجر=صالح|الحجر	حجر=صالح	0 	0
HADHA_388E254N_S	JaziratArab_RE	Ḥaḏaŧ	Hadha	NA	towns	38.85976	25.46077	حذة	حذة	حذة	0 	0
HAFIT_558E238N_S	JaziratArab_RE	Ḥafīt	Hafit	NA	towns	55.85631	23.89613	حفيت	حفيت	حفيت	0 	0
HALI_413E186N_S	JaziratArab_RE	Ḥalī	Hali	NA	towns	41.39305	18.62751	حلي	حلي	حلي	0 	0
HAWRA_373E250N_S	JaziratArab_RE	al-Ḥawrāʾ	al-Hawra	NA	towns	37.33759	25.0302	الحوراء	الحوراء	حوراء	0 	0
KHULAYS_394E221N_S	JaziratArab_RE	Ḫulayṣ	Khulays	NA	towns	39.41808	22.10557	خليص	خليص	خليص	0 	0
KHAYBAR_392E257N_S	JaziratArab_RE	Ḫaybar	Khaybar	NA	towns	39.26821	25.78667	خيبر	خيبر	خيبر	0 	0
DABA_562E255N_S	JaziratArab_RE	Dabā	Daba	NA	towns	56.22657	25.59071	دبا	دبا	دبا	0 	0
SIRR_568E230N_S	JaziratArab_RE	al-Sirr	al-Sirr	NA	towns	56.82897	23.0552	السر	السر	سر	0 	0
SIRRAYN_407E198N_S	JaziratArab_RE	al-Sirrayn	al-Sirrayn	NA	towns	40.76268	19.83698	السرين	السرين	سرين	0 	0
SUQYAYAZID_383E261N_S	JaziratArab_RE	Suqyāʾ=Yazīd	Suqya=Yazid|al-Suqya	NA	towns	38.35433	26.15916	سقياء=يزيد	سقياء=يزيد|السقياء	سقياء=يزيد	0 	0
SAMAD_579E227N_S	JaziratArab_RE	Samad	Samad	NA	towns	57.96619	22.71138	سمد	سمد	سمد	0 	0
SUWARIQIYYA_403E232N_S	JaziratArab_RE	al-Suwāriqiyyaŧ	al-Suwariqiyya	NA	towns	40.35548	23.28483	السوارقية	السوارقية	سوارقية	0 	0
DANK_563E235N_S	JaziratArab_RE	Ḍank	Dank	NA	towns	56.30591	23.53023	ضنك	ضنك	ضنك	0 	0
TAIF_404E212N_S	JaziratArab_RE	al-Ṭāʾif	al-Taif	NA	towns	40.40566	21.21629	الطائف	الطائف	طائف	0 	0
UQAYR_502E255N_S	JaziratArab_RE	al-ʿUqayr	al-Uqayr	NA	towns	50.22312	25.5589	العقير	العقير	عقير	0 	0
AWNID_359E270N_S	JaziratArab_RE	al-ʿAwnīd	al-Awnid	NA	towns	35.99173	27.00533	العونيد	العونيد	عونيد	0 	0
QARN_402E214N_S	JaziratArab_RE	Qarn	Qarn|Qarn=al-Manazil	NA	towns	40.21296	21.46576	قرن	قرن|قرن=المنازل	قرن	0 	0
QATIF_499E265N_S	JaziratArab_RE	al-Qaṭīf	al-Qatif	NA	towns	49.96159	26.53966	القطيف	القطيف	قطيف	0 	0
QALA_576E226N_S	JaziratArab_RE	al-Qalʿaŧ	al-Qala	NA	towns	57.66352	22.68969	القلعة	القلعة	قلعة	0 	0
MADINA_396E244N_S	JaziratArab_RE	al-Madīnaŧ	al-Madina|Madinta=al-Nabi|Yathrib	NA	towns	39.60908	24.47782	المدينة	المدينة|مدينة=النبي|يثرب	مدينة	0 	0
MARWA_385E257N_S	JaziratArab_RE	al-Marwaŧ	al-Marwa|Dhu=al-Marwa	NA	towns	38.58647	25.71785	المروة	المروة|ذو=المروة	مروة	0 	0
MASQAT_586E235N_S	JaziratArab_RE	Masqaṭ	Masqat	NA	towns	58.63618	23.5437	مسقط	مسقط	مسقط	0 	0
MILAH_581E226N_S	JaziratArab_RE	Milaḥ	Milah	NA	towns	58.11018	22.61105	ملح	ملح	ملح	0 	0
MINA_399E213N_S	JaziratArab_RE	Miná	Mina	NA	towns	39.93206	21.35325	منى	منى	منى	0 	0
NAJRAN_442E175N_S	JaziratArab_RE	Naǧrān	Najran	NA	towns	44.2995	17.58603	نجران	نجران	نجران	0 	0
NAZWA_575E228N_S	JaziratArab_RE	Nazwaŧ	Nazwa	NA	towns	57.52541	22.86309	نزوة	نزوة	نزوة	0 	0
YANBU_381E241N_S	JaziratArab_RE	Yanbuʿ	Yanbu	NA	towns	38.12512	24.1082	ينبع	ينبع	ينبع	0 	0
BATNMARR_397E216N_S	JaziratArab_RE	Baṭn=Marr	Batn=Marr	NA	villages	39.73935	21.64499	بطن=مر	بطن=مر	بطن=مر	0 	0
TURABA_416E212N_S	JaziratArab_RE	Turabaŧ	Turaba	NA	villages	41.6403	21.25283	تربة	تربة	تربة	0 	0
KHAYM_395E223N_S	JaziratArab_RE	al-Ḫaym	al-Khaym|Khaym=Umm=Mabad|Qudayd	NA	villages	39.56795	22.38571	الخيم	الخيم|خيم=أم=معبد|قديد	خيم	0 	0
DAWQA_409E195N_S	JaziratArab_RE	Dawqaŧ	Dawqa	NA	villages	40.96521	19.5605	دوقة	دوقة	دوقة	0 	0
DHATIRQ_404E216N_S	JaziratArab_RE	Ḏāt=ʿIrq	Dhat=Irq	NA	villages	40.42853	21.62677	ذات=عرق	ذات=عرق	ذات=عرق	0 	0
DHUHULAYFA_395E244N_S	JaziratArab_RE	Ḏū=al-Ḥulayfaŧ	Dhu=al-Hulayfa	NA	villages	39.56501	24.40558	ذو=الحليفة	ذو=الحليفة	ذو=الحليفة	0 	0
RANYA_421E203N_S	JaziratArab_RE	Ranyaŧ	Ranya	NA	villages	42.1041	20.30924	رنية	رنية	رنية	0 	0
SUWAYDA_390E250N_S	JaziratArab_RE	al-Suwaydāʾ	al-Suwayda|al-Suwaydiyya	NA	villages	39.03019	25.04884	السويداء	السويداء|السويدية	سويداء	0 	0
SAFRA_389E240N_S	JaziratArab_RE	al-Ṣafrāʾ	al-Safra	NA	villages	38.95085	24.03308	الصفراء	الصفراء	صفراء	0 	0
ARAFAT_402E213N_S	JaziratArab_RE	ʿArafāt	Arafat	NA	villages	40.20316	21.32282	عرفات	عرفات	عرفات	0 	0
USAYLA_407E250N_S	JaziratArab_RE	al-ʿUsaylaŧ	al-Usayla	NA	villages	40.79626	25.04085	العسيلة	العسيلة	عسيلة	0 	0
FADAK_393E252N_S	JaziratArab_RE	Fadak	Fadak	NA	villages	39.374	25.24834	فدك	فدك	فدك	0 	0
QUBA_395E244N_S	JaziratArab_RE	Qubā	Quba	NA	villages	39.58264	24.44572	قبا	قبا	قبا	0 	0
QUBA_416E227N_S	JaziratArab_RE	Qubāʾ	Quba	NA	villages	41.65725	22.78726	قباء	قباء	قباء	0 	0
QURAYN_395E214N_S	JaziratArab_RE	Qurayn	Qurayn	NA	villages	39.57789	21.41489	قرين	قرين	قرين	0 	0
KILABA_360E275N_S	JaziratArab_RE	Kilābaŧ	Kilaba|Kilaya	NA	villages	36.07695	27.50168	كلابة	كلابة|كلاية	كلابة	0 	0
MAHJARA_435E176N_S	JaziratArab_RE	al-Mahǧaraŧ	al-Mahjara	NA	villages	43.54039	17.60657	المهجرة	المهجرة	مهجرة	0 	0
BAHRQULZUM_394E190N_W	JaziratArab_RE	Baḥr=al-Qulzum	Bahr=al-Qulzum	NA	waters	39.48379	19.02737	بحر=القلزم	بحر=القلزم	بحر=القلزم	0 	0
SHANUWA_469E152N_W	JaziratArab_RE	Šanuwaŧ	Shanuwa|Sanua	NA	waters	46.92186	15.24886	شنوة	شنوة|سنوءة	شنوة	0 	0
WADIAQIQ_402E241N_W	JaziratArab_RE	Wādī=al-ʿAqīq	Wadi=al-Aqiq	NA	waters	40.29083	24.11089	وادي=العقيق	وادي=العقيق	وادي=العقيق	0 	0
WADIQURA_382E256N_W	JaziratArab_RE	Wādī=al-Qurá	Wadi=al-Qura	NA	waters	38.29849	25.67549	وادي=القرى	وادي=القرى	وادي=القرى	0 	0
WADIFUR_390E230N_W	JaziratArab_RE	Wādī=Furʿ	Wadi=Fur	NA	waters	39.0919	23.06872	وادي=فرع	وادي=فرع	وادي=فرع	0 	0
WADIYABA_414E190N_W	JaziratArab_RE	Wādī=Yabaŧ	Wadi=Yaba	NA	waters	41.48925	19.08509	وادي=يبة	وادي=يبة	وادي=يبة	0 	0
