URI	REG_MESO	TR	SEARCH	EN	TYPE	LON	LAT	AR	AR_Alt	AR_Sort	AMBIG	TRUETOP
QARQISIYYA_404E351N_S	Aqur_RE	Qarqīsiyyaŧ	Qarqisiyya	NA	towns	40.43747	35.1462	قرقيسية	قرقيسية|قرقيسياء	قرقيسية	0 	0
QASRSANJA_381E374N_S	Aqur_RE	Qaṣr=Sanǧaŧ	Qasr=Sanja|Sanja	NA	towns	38.19495	37.49466	قصر=سنجة	قصر=سنجة|سنجة	قصر=سنجة	0 	0
KAFARTUTHA_404E369N_S	Aqur_RE	Kafartūṯā	Kafartutha	NA	towns	40.42704	36.98749	كفرتوثا	كفرتوثا	كفرتوثا	0 	1
MARDIN_407E373N_S	Aqur_RE	Mārdīn	Mardin	NA	towns	40.71117	37.30186	ماردين	ماردين	ماردين	0 	1
MAJDAL_405E365N_S	Aqur_RE	al-Maǧdal	al-Majdal	NA	towns	40.55153	36.53446	المجدل	المجدل	مجدل	0 	0
MARJJUHAYNA_432E361N_S	Aqur_RE	Marǧ=Ǧuhaynaŧ	Marj=Juhayna|Mar=Juhayna	NA	towns	43.26652	36.14235	مرج=جهينة	مرج=جهينة|مر=جهينة	مرج=جهينة	0 	0
MALATHAYA_429E368N_S	Aqur_RE	Maʿlaṯāyaŧ	Malathaya	NA	towns	42.9635	36.81597	معلثاية	معلثاية	معلثاية	0 	0
MALATIN_383E383N_S	Aqur_RE	Malaṭīn	Malatin|Malatiya	NA	towns	38.35767	38.35806	ملطين	ملطين|ملطية	ملطين	0 	0
MANBIJ_379E365N_S	Aqur_RE	Manbiǧ	Manbij	NA	towns	37.98957	36.54651	منبج	منبج	منبج	0 	0
MUNKHARIQ_411E353N_S	Aqur_RE	al-Munḫariq	al-Munkhariq	NA	towns	41.13557	35.33548	المنخرق	المنخرق	منخرق	0 	0
MAYYAFARIQIN_410E381N_S	Aqur_RE	Mayyāfāriqīn	Mayyafariqin	NA	towns	41.00798	38.14322	ميافارقين	ميافارقين	ميافارقين	0 	1
MIKISIN_407E357N_S	Aqur_RE	Mīkisīn	Mikisin|Maykisin|Makisin	NA	towns	40.75934	35.74173	ميكسين	ميكسين|ميكسين|ماكسين	ميكسين	0 	0
NASIBIN_412E370N_S	Aqur_RE	Naṣībīn	Nasibin	NA	towns	41.22167	37.05514	نصيبين	نصيبين	نصيبين	0 	1
NIHIYYA_415E343N_S	Aqur_RE	al-Nihiyyaŧ	al-Nihiyya	NA	towns	41.5567	34.39307	النهية	النهية	نهية	0 	0
NINAWA_431E363N_S	Aqur_RE	Nīnawá	Ninawa|Nunawa	NA	towns	43.175	36.35104	نينوى	نينوى|نونوا	نينوى	0 	0
ALUS_424E339N_S	Aqur_RE	Ālūs	Alus|Alusa	NA	towns	42.41353	33.98559	آلوس	آلوس|آلوسا	وس	0 	0
ARZAN_416E379N_S	Aqur_RE	Arzan	Arzan	NA	villages	41.65964	37.9789	أرزن	أرزن	ارزن	0 	0
BAASHIQA_433E364N_S	Aqur_RE	Bāʿašīqā	Baashiqa	NA	villages	43.36699	36.41022	باعشيقا	باعشيقا	باعشيقا	0 	1
BIRA_398E356N_S	Aqur_RE	Bīrā	Bira	NA	villages	39.87384	35.65809	بيرا	بيرا	بيرا	0 	0
TALLFARASHA_413E369N_S	Aqur_RE	Tall=Farāšaŧ	Tall=Farasha	NA	villages	41.34352	36.9815	تل=فراشة	تل=فراشة	تل=فراشة	0 	0
JAZIRAIBNUMAR_421E372N_S	Aqur_RE	Ǧazīraŧ=Ibn=ʿUmar	Jazira=Ibn=Umar	NA	villages	42.19943	37.28521	جزيرة=إبن=عمر	جزيرة=إبن=عمر	جزيرة=ابن=عمر	0 	0
DUNAYSIR_405E371N_S	Aqur_RE	Dunaysīr	Dunaysir	NA	villages	40.58146	37.16749	دنيسر	دنيسير|دنيسر	دنيسر	0 	0
SARUJ_384E369N_S	Aqur_RE	Sarūǧ	Saruj	NA	villages	38.43806	36.9791	سروج	سروج	سروج	0 	0
TANZA_419E377N_S	Aqur_RE	Ṭanzaŧ	Tanza	NA	villages	41.91628	37.78735	طنزة	طنزة	طنزة	0 	0
FUHAYMA_421E342N_S	Aqur_RE	al-Fuḥaymaŧ	al-Fuhayma	NA	villages	42.18317	34.23688	الفحيمة	الفحيمة	فحيمة	0 	0
FURDA_407E346N_S	Aqur_RE	al-Furḍaŧ	al-Furda	NA	villages	40.78158	34.679	الفرضة	الفرضة	فرضة	0 	0
MUBARAK_398E355N_S	Aqur_RE	al-Mubārak	al-Mubarak	NA	villages	39.8395	35.58832	المبارك	المبارك	مبارك	0 	0
MAHLABIYYA_427E362N_S	Aqur_RE	al-Maḥlabiyyaŧ	al-Mahlabiyya	NA	villages	42.7655	36.25676	المحلبية	المحلبية	محلبية	0 	0
MAZARII_430E366N_S	Aqur_RE	Mazāriʿī	Mazarii	NA	villages	43.055	36.63683	مزارعي	مزارعي	مزارعي	0 	0
MATARIYYA_407E361N_S	Aqur_RE	al-Maṭariyyaŧ	al-Matariyya	NA	villages	40.75853	36.19626	المطرية	المطرية	مطرية	0 	0
BUHAYRAKHATUNIYYA_412E363N_W	Aqur_RE	Buḥayraŧ=Ḫātūniyyaŧ	Buhayra=Khatuniyya	NA	waters	41.25352	36.38728	بحيرة=خاتونية	بحيرة=خاتونية	بحيرة=خاتونية	0 	0
KHABURHASANIYYA_428E370N_W	Aqur_RE	Ḫābūr=al-Ḥasaniyyaŧ	Khabur=al-Hasaniyya	NA	waters	42.80477	37.06628	خابور=الحسنية	خابور=الحسنية	خابور=الحسنية	0 	0
ZABSAGHIR_441E356N_W	Aqur_RE	Zāb=al-Ṣaġīr	Zab=al-Saghir|Zab=al-Asfal	NA	waters	44.10965	35.64182	زاب=الصغير	زاب=الصغير|زاب=الأسفل	زاب=الصغير	0 	0
ZABKABIR_438E363N_W	Aqur_RE	Zāb=al-Kabīr	Zab=al-Kabir|Zab=al-Ala	NA	waters	43.87398	36.3752	زاب=الكبير	زاب=الكبير|زاب=الأعلى	زاب=الكبير	0 	0
NAHRARSANAS_402E387N_W	Aqur_RE	Nahr=Arsanās	Nahr=Arsanas	NA	waters	40.22779	38.77905	نهر=أرسناس	نهر=أرسناس	نهر=ارسناس	0 	0
NAHRBALIKH_390E361N_W	Aqur_RE	Nahr=al-Balīḫ	Nahr=al-Balikh	NA	waters	39.09656	36.11754	نهر=البليخ	نهر=البليخ	نهر=البليخ	0 	0
NAHRKHABUR_407E355N_W	Aqur_RE	Nahr=al-Ḫābūr	Nahr=al-Khabur	NA	waters	40.73502	35.50335	نهر=الخابور	نهر=الخابور	نهر=الخابور	0 	0
NAHRDHIB_400E380N_W	Aqur_RE	Nahr=al-Ḏīb	Nahr=al-Dhib|Nahr=al-Kilab	NA	waters	40.08449	38.07602	نهر=الذيب	نهر=الذيب|نهر=الكلاب	نهر=الذيب	0 	0
NAHRRAZB_419E378N_W	Aqur_RE	Nahr=al-Razb	Nahr=al-Razb|al-Razm|al-Zarm	NA	waters	41.97905	37.88869	نهر=الرزب	نهر=الرزب|الرزم|الزرم	نهر=الرزب	0 	0
NAHRFURAT_412E344N_W	Aqur_RE	Nahr=al-Furāt	Nahr=al-Furat	NA	waters	41.21428	34.45727	نهر=الفرات	نهر=الفرات	نهر=الفرات	0 	0
NAHRHIRMAS_412E371N_W	Aqur_RE	Nahr=al-Hirmās	Nahr=al-Hirmas	NA	waters	41.24817	37.1308	نهر=الهرماس	نهر=الهرماس	نهر=الهرماس	0 	0
NAHRTHARTHAR_430E350N_W	Aqur_RE	Nahr=Ṯarṯār	Nahr=Tharthar	NA	waters	43.04545	35.00028	نهر=ثرثار	نهر=ثرثار	نهر=ثرثار	0 	0
NAHRDIJLA_436E346N_W	Aqur_RE	Nahr=Diǧlaŧ	Nahr=Dijla	NA	waters	43.60422	34.69499	نهر=دجلة	نهر=دجلة	نهر=دجلة	0 	0
WADIRAMS_404E381N_W	Aqur_RE	Wādī=al-Rams	Wadi=al-Rams|al-Rass|Wadi=Salb	NA	waters	40.42465	38.18191	وادي=الرمس	وادي=الرمس|الرس|وادي=صلب	وادي=الرمس	0 	0
WADISARBAT_414E380N_W	Aqur_RE	Wādī=Ṣarbaṭ	Wadi=Sarbat|Nahr=Sarbat|Sarbat	NA	waters	41.49366	38.01078	وادي=صربط	وادي=صربط|نهر=صربط|صربط	وادي=صربط	0 	0
WADIMASULIYAT_411E379N_W	Aqur_RE	Wādī=Masūliyāt	Wadi=Masuliyat|Nahr=Satidama|Wadi=Satidama	NA	waters	41.17006	37.9833	وادي=مسوليات	وادي=مسوليات|نهر=ساتيدما|وادي=ساتيدما	وادي=مسوليات	0 	0
BAMAQARA_393E377N_S	Aqur_RE	Bāmaqarā	Bamaqara|Bamaqda	NA	waystations	39.3345	37.75537	بامقرا	بامقرا|بامقدة	بامقرا	0 	0
BAQIA_433E356N_S	Aqur_RE	al-Baqīʿaŧ	al-Baqia	NA	waystations	43.32428	35.62554	البقيعة	البقيعة	بقيعة	0 	0
TALLABDA_387E366N_S	Aqur_RE	Tall=ʿAbdā	Tall=Abda	NA	waystations	38.72906	36.69218	تل=عبدا	تل=عبدا	تل=عبدا	0 	0
JARNAN_396E379N_S	Aqur_RE	Ǧarnān	Jarnan	NA	waystations	39.61765	37.92941	جرنان	جرنان	جرنان	0 	0
JULLAB_389E374N_S	Aqur_RE	Ǧullāb	Jullab	NA	waystations	38.91048	37.41051	جلاب	جلاب	جلاب	0 	0
HISNZIYAD_392E387N_S	Aqur_RE	Ḥiṣn=Ziyād	Hisn=Ziyad	NA	waystations	39.2247	38.75874	حصن=زياد	حصن=زياد	حصن=زياد	0 	0
HISNMANSUR_380E378N_S	Aqur_RE	Ḥiṣn=Manṣūr	Hisn=Mansur	NA	waystations	38.05966	37.82371	حصن=منصور	حصن=منصور	حصن=منصور	0 	0
KHIZANA_425E339N_S	Aqur_RE	al-Ḫizānaŧ	al-Khizana	NA	waystations	42.50069	33.9843	الخزانة	الخزانة	خزانة	0 	0
KHALIJBANUJUMAY_408E345N_S	Aqur_RE	Ḫalīǧ=Banū=Ǧumayʿ	Khalij=Banu=Jumay	NA	waystations	40.85162	34.54577	خليج=بنو=جميع	خليج=بنو=جميع	خليج=بنو=جميع	0 	0
DAZIQI_411E343N_S	Aqur_RE	Dāziqī	Daziqi	NA	waystations	41.1598	34.33397	دازقي	دازقي	دازقي	0 	0
RIBATDHUQARNAYN_405E385N_S	Aqur_RE	Ribāṭ=Ḏū=al-Qarnayn	Ribat=Dhu=al-Qarnayn	NA	waystations	40.56071	38.57565	رباط=ذو=القرنين	رباط=ذو=القرنين	رباط=ذو=القرنين	0 	0
ZIBATRA_379E380N_S	Aqur_RE	Zibaṭraŧ	Zibatra	NA	waystations	37.90461	38.09311	زبطرة	زبطرة	زبطرة	0 	0
SHAHHAJIYYA_429E362N_S	Aqur_RE	al-Šaḥḥāǧiyyaŧ	al-Shahhajiyya	NA	waystations	42.9665	36.27006	الشحاجية	الشحاجية	شحاجية	0 	0
SHIMSHAT_398E386N_S	Aqur_RE	Šimšāṭ	Shimshat	NA	waystations	39.83119	38.61412	شمشاط	شمشاط	شمشاط	0 	1
ARQA_379E383N_S	Aqur_RE	ʿArqaŧ	Arqa	NA	waystations	37.96251	38.36373	عرقة	عرقة	عرقة	0 	0
AWAMIL_400E349N_S	Aqur_RE	al-ʿAwāmil	al-Awamil	NA	waystations	40.09518	34.93204	العوامل	العوامل	عوامل	0 	0
AYNRUMIYYA_389E363N_S	Aqur_RE	ʿAyn=al-Rūmiyyaŧ	Ayn=al-Rumiyya	NA	waystations	38.91206	36.34984	عين=الرومية	عين=الرومية	عين=الرومية	0 	0
GHURAYZ_394E353N_S	Aqur_RE	al-Ġurayz	al-Ghurayz|al-Urayr	NA	waystations	39.46613	35.32264	الغريز	الغريز|العرير	غريز	0 	0
FASH_405E349N_S	Aqur_RE	al-Fāš	al-Fash	NA	waystations	40.56368	34.92311	الفاش	الفاش	فاش	0 	0
FAMNAHRSAID_401E353N_S	Aqur_RE	Fam=Nahr=Saʿīd	Fam=Nahr=Said	NA	waystations	40.13133	35.32381	فم=نهر=سعيد	فم=نهر=سعيد	فم=نهر=سعيد	0 	0
QASABA_397E350N_S	Aqur_RE	al-Qaṣabaŧ	al-Qasaba	NA	waystations	39.76511	35.05726	القصبة	القصبة	قصبة	0 	0
QASRIBNNAZI_403E374N_S	Aqur_RE	Qaṣr=Ibn=Nāziʿ	Qasr=Ibn=Nazi|Qasr=Banu=Nazi	NA	waystations	40.3276	37.40829	قصر=إبن=نازع	قصر=إبن=نازع|قصر=بنو=نازع	قصر=ابن=نازع	0 	0
QALAIBRIQ_385E390N_S	Aqur_RE	Qalʿaŧ=Ibrīq	Qala=Ibriq	NA	waystations	38.53819	39.05271	قلعة=إبريق	قلعة=إبريق	قلعة=ابريق	0 	0
QAMARTI_404E348N_S	Aqur_RE	al-Qamarṭī	al-Qamarti|al-Qamrati	NA	waystations	40.45161	34.81073	القمرطي	القمرطي|القمرطي	قمرطي	0 	0
KAMAKH_390E395N_S	Aqur_RE	Kamaḫ	Kamakh|Kamakh	NA	waystations	39.02492	39.58627	كمخ	كمخ|كماخ	كمخ	0 	0
MARASH_369E375N_S	Aqur_RE	Marʿaš	Marash	NA	waystations	36.92987	37.58314	مرعش	مرعش	مرعش	0 	0
MUZANIYYA_385E372N_S	Aqur_RE	al-Muzāniyyaŧ	al-Muzaniyya	NA	waystations	38.52691	37.28854	المزانية	المزانية	مزانية	0 	0
WADISIBA_409E344N_S	Aqur_RE	Wādī=al-Sibāʿ	Wadi=al-Siba	NA	waystations	40.92477	34.42004	وادي=السباع	وادي=السباع	وادي=السباع	0 	0
BadiyatArab_RE	BadiyatArab_RE	Badiyaŧ=al-ʿArab	Badiyat al-Arab	NA	MESO	39.87767	29.75959	NA	NA	NA	0 	0
BATNSIRR_379E308N_R	BadiyatArab_RE	Baṭn=al-Sirr	Batn=al-Sirr	NA	regions	37.965	30.86285	بطن=السر	بطن=السر	بطن=السر	0 	0
SALMA_423E272N_R	BadiyatArab_RE	Salmā	Salma	NA	regions	42.35028	27.2436	سلما	سلما	سلما	0 	0
HABIR_439E284N_R	BadiyatArab_RE	al-Habīr	al-Habir	NA	regions	43.99014	28.46139	الهبير	الهبير	هبير	0 	0
MANHAB_422E272N_R	BadiyatArab_RE	al-Manhab	al-Manhab	NA	sites	42.21215	27.2743	المنهب	المنهب	منهب	0 	0
WADITAYY_419E270N_R	BadiyatArab_RE	Wādī=Ṭayy	Wadi=Tayy	NA	sites	41.94575	27.05571	وادي=طي	وادي=طي	وادي=طي	0 	0
TABUK_365E283N_S	BadiyatArab_RE	Tabūk	Tabuk	NA	towns	36.5062	28.37114	تبوك	تبوك	تبوك	0 	0
TAYMA_385E275N_S	BadiyatArab_RE	Taymāʾ	Tayma	NA	towns	38.52	27.58081	تيماء	تيماء	تيماء	0 	0
GHURRABA_373E313N_S	BadiyatArab_RE	al-Ġurrabaŧ	al-Ghurraba	NA	towns	37.34142	31.36925	الغربة	الغربة	غربة	0 	0
FAYD_425E270N_S	BadiyatArab_RE	Fayd	Fayd	NA	towns	42.50815	27.06977	فيد	فيد	فيد	0 	0
UDHAYB_441E314N_S	BadiyatArab_RE	al-Uḏayb	al-Udhayb	NA	villages	44.13666	31.49049	الأذيب	الأذيب	اذيب	0 	0
DAWMAJANDAL_398E297N_S	BadiyatArab_RE	Dawmaŧ=al-Ǧandal	Dawma=al-Jandal	NA	villages	39.87767	29.75959	دومة=الجندل	دومة=الجندل	دومة=الجندل	0 	0
UBAYR_367E307N_S	BadiyatArab_RE	Ubayr	Ubayr|Wubayr	NA	waystations	36.70106	30.73317	أبير	أبير|وبير	ابير	0 	0
ABYAD_424E318N_S	BadiyatArab_RE	al-Abyaḍ	al-Abyad	NA	waystations	42.45438	31.86163	الأبيض	الأبيض	ابيض	0 	0
AJFUR_429E274N_S	BadiyatArab_RE	al-Aǧfur	al-Ajfur	NA	waystations	42.97781	27.44255	الأجفر	الأجفر	اجفر	0 	0
AJWALI_374E298N_S	BadiyatArab_RE	al-Aǧwalī	al-Ajwali	NA	waystations	37.4317	29.87858	الأجولي	الأجولي	اجولي	0 	0
UJAYFIR_387E316N_S	BadiyatArab_RE	al-Uǧayfir	al-Ujayfir	NA	waystations	38.71981	31.65819	الأجيفر	الأجيفر	اجيفر	0 	0
AKHDAMIYYA_422E322N_S	BadiyatArab_RE	al-Aḫdamiyyaŧ	al-Akhdamiyya	NA	waystations	42.23928	32.28927	الأخدمية	الأخدمية	اخدمية	0 	0
AZRAQ_368E318N_S	BadiyatArab_RE	al-Azraq	al-Azraq	NA	waystations	36.87768	31.84612	الأزرق	الأزرق	ازرق	0 	0
ANAK_367E323N_S	BadiyatArab_RE	al-Aʿnak	al-Anak	NA	waystations	36.79381	32.31179	الأعنك	الأعنك	اعنك	0 	0
AQRA_378E271N_S	BadiyatArab_RE	al-Aqrāʿ	al-Aqra	NA	waystations	37.83126	27.15186	الأقراع	الأقراع	اقراع	0 	0
BITAN_432E287N_S	BadiyatArab_RE	Biṭān	Bitan|Qabr=al-Idadi	NA	waystations	43.27579	28.74899	بطان	بطان|قبر=العدادي	بطان	0 	0
BAQIA_373E322N_S	BadiyatArab_RE	al-Baqīʿaŧ	al-Baqia	NA	waystations	37.32662	32.21167	البقيعة	البقيعة	بقيعة	0 	0
THAJR_378E288N_S	BadiyatArab_RE	Ṯaǧr	Thajr	NA	waystations	37.89149	28.87521	ثجر	ثجر	ثجر	0 	0
THALABIYYA_431E282N_S	BadiyatArab_RE	al-Ṯaʿlabiyyaŧ	al-Thalabiyya	NA	waystations	43.16528	28.29472	الثعلبية	الثعلبية	ثعلبية	0 	0
JUBBA_401E318N_S	BadiyatArab_RE	al-Ǧubbaŧ	al-Jubba|al-Mahna	NA	waystations	40.18305	31.84948	الجبة	الجبة|المحنة	جبة	0 	0
JARBA_381E304N_S	BadiyatArab_RE	al-Ǧarbā	al-Jarba|al-Jarba	NA	waystations	38.12681	30.48436	الجربا	الجربا|الجربى	جربا	0 	0
JAM_414E316N_S	BadiyatArab_RE	al-Ǧamʿ	al-Jam	NA	waystations	41.46573	31.67372	الجمع	الجمع	جمع	0 	0
JUNAYNA_371E279N_S	BadiyatArab_RE	al-Ǧunaynaŧ	al-Junayna	NA	waystations	37.19786	27.92136	الجنينة	الجنينة	جنينة	0 	0
HUSA_420E317N_S	BadiyatArab_RE	al-Ḥusá	al-Husa|al-Jusa	NA	waystations	42.07352	31.70731	الحسى	الحسى|الجسى	حسى	0 	0
HASHIYYA_398E314N_S	BadiyatArab_RE	al-Ḥašiyyaŧ	al-Hashiyya	NA	waystations	39.82192	31.43199	الحشية	الحشية	حشية	0 	0
HAFARABUMUSA_459E284N_S	BadiyatArab_RE	Ḥafar=Abū=Mūsá	Hafar=Abu=Musa	NA	waystations	45.92797	28.41584	حفر=أبو=موسى	حفر=أبو=موسى	حفر=ابو=موسى	0 	0
KHUZAYMIYYA_431E279N_S	BadiyatArab_RE	al-Ḫuzaymiyyaŧ	al-Khuzaymiyya	NA	waystations	43.13666	27.91046	الخزيمية	الخزيمية	خزيمية	0 	0
KHATTA_407E316N_S	BadiyatArab_RE	al-Ḫaṭṭá	al-Khatta	NA	waystations	40.70599	31.64853	الخطى	الخطى	خطى	0 	0
KHAFIYYA_396E319N_S	BadiyatArab_RE	al-Ḫafiyyaŧ	al-Khafiyya	NA	waystations	39.6759	31.9977	الخفية	الخفية	خفية	0 	0
KHALAT_413E320N_S	BadiyatArab_RE	al-Ḫalāṭ	al-Khalat	NA	waystations	41.37298	32.07507	الخلاط	الخلاط	خلاط	0 	0
KHANFAS_407E314N_S	BadiyatArab_RE	al-Ḫanfas	al-Khanfas|al-Hanfas|al-Janfas	NA	waystations	40.76716	31.48039	الخنفس	الخنفس|الحنفس|الجنفس	خنفس	0 	0
RUHAYMA_439E318N_S	BadiyatArab_RE	al-Ruhaymaŧ	al-Ruhayma	NA	waystations	43.95117	31.85995	الرهيمة	الرهيمة	رهيمة	0 	0
RAWARA_386E320N_S	BadiyatArab_RE	al-Rawārá	al-Rawara|al-Dawara	NA	waystations	38.64087	32.03911	الروارى	الروارى|الدوارى	روارى	0 	0
ZUBALA_435E294N_S	BadiyatArab_RE	Zubālaŧ	Zubala	NA	waystations	43.5639	29.40521	زبالة	زبالة	زبالة	0 	0
SAIDA_379E321N_S	BadiyatArab_RE	al-Sāʿidaŧ	al-Saida	NA	waystations	37.98572	32.13274	الساعدة	الساعدة	ساعدة	0 	0
SUWA_378E337N_S	BadiyatArab_RE	Suwá	Suwa	NA	waystations	37.85153	33.72767	سوى	سوى	سوى	0 	0
SHUQUQ_434E290N_S	BadiyatArab_RE	al-Šuqūq	al-Shuquq	NA	waystations	43.41491	29.08495	الشقوق	الشقوق	شقوق	0 	0
ARFAJA_386E299N_S	BadiyatArab_RE	ʿArfaǧāʾ	Arfaja	NA	waystations	38.67294	29.99999	عرفجاء	عرفجاء	عرفجاء	0 	0
AQABA_436E300N_S	BadiyatArab_RE	al-ʿAqabaŧ	al-Aqaba	NA	waystations	43.61471	30.09074	العقبة	العقبة	عقبة	0 	0
AWNID_369E316N_S	BadiyatArab_RE	al-ʿAwnīd	al-Awnid	NA	waystations	36.92899	31.64055	العونيد	العونيد	عونيد	0 	0
QA_436E297N_S	BadiyatArab_RE	al-Qāʾ	al-Qa	NA	waystations	43.61126	29.78571	القاء	القاء	قاء	0 	0
QURAKIR_377E313N_S	BadiyatArab_RE	Qurākir	Qurakir|Quraqir	NA	waystations	37.75187	31.32585	قراكر	قراكر|قراقر	قراكر	0 	0
QURAY_417E315N_S	BadiyatArab_RE	al-Qurāy	al-Quray	NA	waystations	41.7933	31.51068	القراي	القراي	قراي	0 	0
QARA_438E308N_S	BadiyatArab_RE	Qarʿāʾ	Qara	NA	waystations	43.81303	30.87576	قرعاء	قرعاء	قرعاء	0 	0
QARYATAYN_439E260N_S	BadiyatArab_RE	al-Qaryatayn	al-Qaryatayn	NA	waystations	43.92995	26.08634	القريتين	القريتين	قريتين	0 	0
QUTQUTANA_438E319N_S	BadiyatArab_RE	al-Quṭquṭānaŧ	al-Qutqutana	NA	waystations	43.8229	31.9366	القطقطانة	القطقطانة	قطقطانة	0 	0
QULUFI_395E321N_S	BadiyatArab_RE	al-Qulūfī	al-Qulufi|al-Alawi	NA	waystations	39.59203	32.14778	القلوفي	القلوفي|العلوي	قلوفي	0 	0
MUHDATHA_371E315N_S	BadiyatArab_RE	al-Muḥdaṯaŧ	al-Muhdatha	NA	waystations	37.15494	31.51278	المحدثة	المحدثة	محدثة	0 	0
MUHDATHA_374E277N_S	BadiyatArab_RE	al-Muḥdaṯaŧ	al-Muhdatha	NA	waystations	37.46327	27.73026	المحدثة	المحدثة	محدثة	0 	0
MUKHRI_387E290N_S	BadiyatArab_RE	Muḫrī	Mukhri	NA	waystations	38.70747	29.01767	مخري	مخري	مخري	0 	0
MUGHITHA_440E311N_S	BadiyatArab_RE	al-Muġīṯaŧ	al-Mughitha	NA	waystations	44.00938	31.10097	المغيثة	المغيثة	مغيثة	0 	0
NIBAJ_444E263N_S	BadiyatArab_RE	al-Nibāǧ	al-Nibaj	NA	waystations	44.45181	26.35812	النباج	النباج	نباج	0 	0
NABK_374E312N_S	BadiyatArab_RE	al-Nabk	al-Nabk	NA	waystations	37.46475	31.21242	النبك	النبك	نبك	0 	0
NAHIT_428E314N_S	BadiyatArab_RE	al-Naḥīt	al-Nahit	NA	waystations	42.853	31.4989	النحيت	النحيت	نحيت	0 	0
WAQISA_437E305N_S	BadiyatArab_RE	Wāqisaŧ	Waqisa	NA	waystations	43.77652	30.55363	واقسة	واقسة	واقسة	0 	0
BARQA_208E323N_S	Barqa_RE	Barqaŧ	Barqa	NA	capitals	20.84475	32.37576	برقة	برقة	برقة	0 	0
Barqa_RE	Barqa_RE	Barqaŧ	Barqa	NA	MESO	20.84475	32.37576	NA	NA	NA	0 	0
BARQA_208E323N_R	Barqa_RE	Barqaŧ	Barqa	NA	regions	20.84475	32.37576	برقة	برقة	برقة	0 	0
SABKHAMANHUSHA_186E297N_R	Barqa_RE	Sabḫaŧ=Manhūšā	Sabkha=Manhusha	NA	regions	18.63423	29.78891	سبخة=منهوشا	سبخة=منهوشا	سبخة=منهوشا	0 	0
QARYATAYN_164E311N_O	Barqa_RE	al-Qaryatayn	al-Qaryatayn	NA	sites	16.44486	31.18315	القريتين	القريتين	قريتين	0 	0
AJDABIYYA_202E304N_S	Barqa_RE	Aǧdābiyyaŧ	Ajdabiyya	NA	towns	20.20218	30.46697	أجدابية	أجدابية	اجدابية	0 	0
BARNIQ_200E321N_S	Barqa_RE	Barnīq	Barniq	NA	towns	20.08482	32.11419	برنيق	برنيق	برنيق	0 	0
DHATHUMAM_293E308N_S	Barqa_RE	Ḏāt=al-Ḥumām	Dhat=al-Humam|Dhat=al-Hammam	NA	towns	29.30208	30.86496	ذات=الحمام	ذات=الحمام|ذات=الحمام	ذات=الحمام	0 	0
RAMADA_276E310N_S	Barqa_RE	Ramādaŧ	Ramada	NA	towns	27.61485	31.02336	رمادة	رمادة	رمادة	0 	0
SURT_166E310N_S	Barqa_RE	Surt	Surt	NA	towns	16.60839	31.09917	سرت	سرت	سرت	0 	0
SABRA_124E327N_S	Barqa_RE	Ṣabraŧ	Sabra	NA	towns	12.48146	32.78822	صبرة	صبرة	صبرة	0 	0
ATRABULUS_131E328N_S	Barqa_RE	Aṭrābulus	Atrabulus|Tarabulus	NA	towns	13.19209	32.87801	أطرابلس	أطرابلس|طرابلس|طرابلس الغرب|أطرابلس الغرب	طرابلس	0 	1
GHADAMIS_094E301N_S	Barqa_RE	Ġadāmis	Ghadamis	NA	towns	9.47597	30.12935	غدامس	غدامس	غدامس	0 	1
QABIS_100E338N_S	Barqa_RE	Qābis	Qabis	NA	towns	10.08563	33.86603	قابس	قابس	قابس	0 	0
AWJILA_212E289N_S	Barqa_RE	Awǧilaŧ	Awjila	NA	villages	21.21413	28.95651	أوجلة	أوجلة	اوجلة	0 	0
TAWARGHA_148E319N_S	Barqa_RE	Tawarġaŧ	Tawargha	NA	villages	14.86251	31.98024	تورغة	تورغة	تورغة	0 	0
ZAWILA_147E257N_S	Barqa_RE	Zawīlaŧ	Zawila|Zawila=b.=al-Khattab	NA	villages	14.78841	25.78099	زويلة	زويلة|زويلة=بن=الخطاب	زويلة	0 	0
WADDAN_162E289N_S	Barqa_RE	Waddān	Waddan	NA	villages	16.28326	28.96493	ودان	ودان	ودان	0 	0
WADIMAKHIL_226E322N_W	Barqa_RE	Wādī=Maḫīl	Wadi=Makhil	NA	waters	22.62048	32.2648	وادي=مخيل	وادي=مخيل	وادي=مخيل	0 	0
BARJAMT_116E330N_S	Barqa_RE	Bārǧamt	Barjamt|Abar=Dakht	NA	waystations	11.63847	33.05675	بارجمت	بارجمت|أبار=دخت	بارجمت	0 	0
JUBBAWSAJ_273E310N_S	Barqa_RE	Ǧubb=al-ʿAwsaǧ	Jubb=al-Awsaj	NA	waystations	27.30318	31.04479	جب=العوسج	جب=العوسج	جب=العوسج	0 	0
JUBBMAYDAN_233E321N_S	Barqa_RE	Ǧubb=al-Maydān	Jubb=al-Maydan|Jubb=al-Maydaan	NA	waystations	23.31692	32.18179	جب=الميدان	جب=الميدان|جب=الميدعان	جب=الميدان	0 	0
JIYADSAGHIR_239E319N_S	Barqa_RE	Ǧiyād=al-Ṣaġīr	Jiyad=al-Saghir	NA	waystations	23.96719	31.99027	جياد=الصغير	جياد=الصغير	جياد=الصغير	0 	0
